"pqrsds","asunto","categoria","fecha_entrada","fecha_maxima_respuesta","fecha_respuesta"
"PQRSDS 2021209","parqueadero del aeropuerto","Parking","2021-09-01T00:00:00.000","2021-09-11T00:00:00.000","2021-09-01T00:00:00.000"
"PQRSDS 2021210","estado de los vuelos","Estados Vuelos","2021-09-01T00:00:00.000","2021-09-11T00:00:00.000","2021-09-01T00:00:00.000"
"PQRSDS 2021211","Hoja de vida","Hoja de Vida","2021-09-02T00:00:00.000","2021-09-12T00:00:00.000","2021-09-02T00:00:00.000"
"PQRSDS 2021212","Hoja de vida","Hoja de Vida","2021-09-02T00:00:00.000","2021-09-12T00:00:00.000","2021-09-02T00:00:00.000"
"PQRSDS 2021213","tiquetes aeros informacion","Tiquetes","2021-09-06T00:00:00.000","2021-09-16T00:00:00.000","2021-09-06T00:00:00.000"
"PQRSDS 2021214","parqueadero del aeropuerto","Parking","2021-09-06T00:00:00.000","2021-09-16T00:00:00.000","2021-09-06T00:00:00.000"
"PQRSDS 2021215","parqueadero del aeropuerto","Parking","2021-09-06T00:00:00.000","2021-09-16T00:00:00.000","2021-09-07T00:00:00.000"
"PQRSDS 2021216","queja reclamo seguridad","Otros","2021-09-08T00:00:00.000","2021-09-18T00:00:00.000","2021-09-08T00:00:00.000"
"PQRSDS 2021217","sugerencia ruta de vuelos","Otros","2021-09-09T00:00:00.000","2021-09-19T00:00:00.000","2021-09-09T00:00:00.000"
"PQRSDS 2021218","prueba covid","Prueba Covid Internacionales","2021-09-13T00:00:00.000","2021-09-23T00:00:00.000","2021-09-13T00:00:00.000"
"PQRSDS 2021219","acompañantes a la terminal","Otros","2021-09-14T00:00:00.000","2021-09-24T00:00:00.000","2021-09-14T00:00:00.000"
"PQRSDS 2021220","informacion copa airllines","Otros","2021-09-14T00:00:00.000","2021-09-24T00:00:00.000","2021-09-15T00:00:00.000"
"PQRSDS 2021221","prueba covid","Prueba Covid Internacionales","2021-09-15T00:00:00.000","2021-09-25T00:00:00.000","2021-09-15T00:00:00.000"
"PQRSDS 2021222","tiquetes aeros informacion","Tiquetes","2021-09-17T00:00:00.000","2021-09-27T00:00:00.000","2021-09-17T00:00:00.000"
"PQRSDS 2021223","sugerencia ruta de vuelos","Otros","2021-09-15T00:00:00.000","2021-09-25T00:00:00.000","2021-09-16T00:00:00.000"
"PQRSDS 2021224","carnet de vacunacion","Otros","2021-09-21T00:00:00.000","2021-10-01T00:00:00.000","2021-09-22T00:00:00.000"
"PQRSDS 2021225","parqueadero del aeropuerto","Parking","2021-09-22T00:00:00.000","2021-10-02T00:00:00.000","2021-09-22T00:00:00.000"
"PQRSDS 2021226","prueba pcr","Prueba Covid Internacionales","2021-09-23T00:00:00.000","2021-10-03T00:00:00.000","2021-09-23T00:00:00.000"
"PQRSDS 2021227","latam servicios","Objetos Perdidos","2021-09-23T00:00:00.000","2021-10-03T00:00:00.000","2021-09-23T00:00:00.000"
"PQRSDS 2021228","queja reclamo equipaje","Queja Aerolinea","2021-09-23T00:00:00.000","2021-10-03T00:00:00.000","2021-09-24T00:00:00.000"
"PQRSDS 2021229","queja reclamo instalaciones","Quejas instalaciones","2021-09-23T00:00:00.000","2021-10-03T00:00:00.000","2021-09-24T00:00:00.000"
"PQRSDS 2021230","prueba pcr","Prueba Covid Internacionales","2021-09-27T00:00:00.000","2021-10-07T00:00:00.000","2021-09-27T00:00:00.000"
"PQRSDS 2021231","acompañantes a la terminal","Otros","2021-09-27T00:00:00.000","2021-10-07T00:00:00.000","2021-09-28T00:00:00.000"
"PQRSDS 2021232","solicitud estadisticas pasajeros afectados por covid","Otros","2021-09-28T00:00:00.000","2021-10-08T00:00:00.000","2021-09-29T00:00:00.000"
"PQRSDS 2021233","consulta gobierno de España","Otros","2021-10-05T00:00:00.000","2021-10-15T00:00:00.000","2021-10-05T00:00:00.000"
"PQRSDS 2021234","Hoja de vida","Hoja de Vida","2021-10-04T00:00:00.000","2021-10-14T00:00:00.000","2021-10-04T00:00:00.000"
"PQRSDS 2021235","tiquetes aeros informacion","Tiquetes","2021-10-06T00:00:00.000","2021-10-16T00:00:00.000","2021-10-06T00:00:00.000"
"PQRSDS 2021236","objetos perdidos","Objetos Perdidos","2021-10-04T00:00:00.000","2021-10-14T00:00:00.000","2021-10-06T00:00:00.000"
"PQRSDS 2021237","tiquetes aeros informacion","Tiquetes","2021-10-08T00:00:00.000","2021-10-18T00:00:00.000","2021-10-08T00:00:00.000"
"PQRSDS 2021238","parqueadero del aeropuerto","Parking","2021-10-07T00:00:00.000","2021-10-17T00:00:00.000","2021-10-07T00:00:00.000"
"PQRSDS 2021239","exportacion de comercio","Otros","2021-10-11T00:00:00.000","2021-10-11T00:00:00.000","2021-10-11T00:00:00.000"
"PQRSDS 2021240","guarda equipaje","Otros","2021-10-11T00:00:00.000","2021-10-11T00:00:00.000","2021-10-11T00:00:00.000"
"PQRSDS 2021241","parqueadero del aeropuerto","Parking","2021-10-11T00:00:00.000","2021-10-11T00:00:00.000","2021-10-12T00:00:00.000"
"PQRSDS 2021242","parqueadero del aeropuerto","Parking","2021-10-12T00:00:00.000","2021-10-12T00:00:00.000","2021-10-13T00:00:00.000"
"PQRSDS 2021243","parqueadero del aeropuerto","Parking","2021-10-13T00:00:00.000","2021-10-13T00:00:00.000","2021-10-13T00:00:00.000"
"PQRSDS 2021244","objetos perdidos","Objetos Perdidos","2021-10-13T00:00:00.000","2021-10-13T00:00:00.000","2021-10-13T00:00:00.000"
"PQRSDS 2021245","prueba pcr","Prueba Covid Internacionales","2021-10-19T00:00:00.000","2021-10-29T00:00:00.000","2021-10-19T00:00:00.000"
"PQRSDS 2021246","prueba pcr","Prueba Covid Internacionales","2021-10-20T00:00:00.000","2021-10-30T00:00:00.000","2021-10-20T00:00:00.000"
"PQRSDS 2021247","tiquetes aeros informacion","Tiquetes","2021-10-22T00:00:00.000","2021-11-02T00:00:00.000","2021-10-25T00:00:00.000"
"PQRSDS 2021248","tiquetes aeros informacion","Tiquetes","2021-10-26T00:00:00.000","2021-11-06T00:00:00.000","2021-10-27T00:00:00.000"
"PQRSDS 2021249","prueba PCR","Prueba Covid Internacionales","2021-10-26T00:00:00.000","2021-11-06T00:00:00.000","2021-10-27T00:00:00.000"
"PQRSDS 2021250","objetos perdidos","Objetos Perdidos","2021-11-02T00:00:00.000","2021-11-12T00:00:00.000","2021-11-02T00:00:00.000"
"PQRSDS 2021251","objetos perdidos","Objetos Perdidos","2021-11-03T00:00:00.000","2021-11-13T00:00:00.000","2021-11-04T00:00:00.000"
"PQRSDS 2021252","queja reclamo","Queja Aerolinea","2021-11-04T00:00:00.000","2021-11-14T00:00:00.000","2021-11-05T00:00:00.000"
"PQRSDS 2021253","objetos perdidos","Objetos Perdidos","2021-11-06T00:00:00.000","2021-11-16T00:00:00.000","2021-11-08T00:00:00.000"
"PQRSDS 2021254","laboratorio Aeropuerto","Laboratorio","2021-11-06T00:00:00.000","2021-11-16T00:00:00.000","2021-11-08T00:00:00.000"
"PQRSDS 2021255","tiquetes aeros informacion","Tiquetes","2021-11-08T00:00:00.000","2021-11-18T00:00:00.000","2021-11-09T00:00:00.000"
"PQRSDS 2021256","prueba covid","Prueba Covid Internacionales","2021-11-08T00:00:00.000","2021-11-18T00:00:00.000","2021-11-09T00:00:00.000"
"PQRSDS 2021257","objetos perdidos","Objetos Perdidos","2021-11-09T00:00:00.000","2021-11-19T00:00:00.000","2021-11-09T00:00:00.000"
"PQRSDS 2021258","queja aerolinea","Queja Aerolinea","2021-11-09T00:00:00.000","2021-11-19T00:00:00.000","2021-11-10T00:00:00.000"
"PQRSDS 2021259","objetos perdidos","Objetos Perdidos","2021-11-09T00:00:00.000","2021-11-19T00:00:00.000","2021-11-10T00:00:00.000"
"PQRSDS 2021260","laboratorio Aeropuerto","Objetos Perdidos","2021-11-10T00:00:00.000","2021-11-20T00:00:00.000","2021-11-12T00:00:00.000"
"PQRSDS 2021261","laboratorio Aeropuerto","Objetos Perdidos","2021-11-12T00:00:00.000","2021-11-22T00:00:00.000","2021-11-12T00:00:00.000"
"PQRSDS 2021262","laboratorio Aeropuerto","Objetos Perdidos","2021-11-12T00:00:00.000","2021-11-22T00:00:00.000","2021-11-12T00:00:00.000"
"PQRSDS 2021263","parqueadero del aeropuerto","Parking","2021-11-15T00:00:00.000","2021-11-25T00:00:00.000","2021-11-16T00:00:00.000"
"PQRSDS 2021264","parqueadero del aeropuerto","Parking","2021-11-15T00:00:00.000","2021-11-25T00:00:00.000","2021-11-16T00:00:00.000"
"PQRSDS 2021265","parqueadero del aeropuerto","Parking","2021-11-15T00:00:00.000","2021-11-25T00:00:00.000","2021-11-16T00:00:00.000"
"PQRSDS 2021266","parqueadero del aeropuerto","Parking","2021-11-15T00:00:00.000","2021-11-25T00:00:00.000","2021-11-16T00:00:00.000"
"PQRSDS 2021267","migracion colombia","Migracion","2021-11-15T00:00:00.000","2021-11-25T00:00:00.000","2021-11-16T00:00:00.000"
"PQRSDS 2021268","parqueadero del aeropuerto","Parking","2021-11-16T00:00:00.000","2021-11-16T00:00:00.000","2021-11-16T00:00:00.000"
"PQRSDS 2021269","parqueadero del aeropuerto","Parking","2021-11-16T00:00:00.000","2021-11-16T00:00:00.000","2021-11-16T00:00:00.000"
"PQRSDS 2021270","prueba covid","Prueba Covid Internacionales","2021-11-16T00:00:00.000","2021-11-16T00:00:00.000","2021-11-17T00:00:00.000"
"PQRSDS 2021271","queja reclamo aerolinea","Queja Aerolinea","2021-11-16T00:00:00.000","2021-11-16T00:00:00.000","2021-11-17T00:00:00.000"
"PQRSDS 2021272","Hoja de vida","Hoja de Vida","2021-11-17T00:00:00.000","2021-11-27T00:00:00.000","2021-11-17T00:00:00.000"
"PQRSDS 2021273","horario aeropuerto","Otros","2021-11-19T00:00:00.000","2021-11-29T00:00:00.000","2021-11-19T00:00:00.000"
"PQRSDS 2021274","servicios publicitarios","Otros","2021-11-20T00:00:00.000","2021-11-30T00:00:00.000","2021-11-22T00:00:00.000"
"PQRSDS 2021275","parqueadero del aeropuerto","Parking","2021-11-22T00:00:00.000","2021-12-02T00:00:00.000","2021-11-23T00:00:00.000"
"PQRSDS 2021276","objetos perdidos","Objetos Perdidos","2021-11-23T00:00:00.000","2021-12-03T00:00:00.000","2021-11-23T00:00:00.000"
"PQRSDS 2021277","parqueadero del aeropuerto","Parking","2021-11-24T00:00:00.000","2021-12-04T00:00:00.000","2021-11-24T00:00:00.000"
"PQRSDS 2021278","laboratorio Aeropuerto","Laboratorio","2021-11-24T00:00:00.000","2021-12-04T00:00:00.000","2021-11-24T00:00:00.000"
"PQRSDS 2021279","parqueadero del aeropuerto","Parking","2021-11-25T00:00:00.000","2021-12-05T00:00:00.000","2021-11-25T00:00:00.000"
"PQRSDS 2021280","servicio de correspondencia","Otros","2021-11-26T00:00:00.000","2021-12-06T00:00:00.000","2021-11-26T00:00:00.000"
"PQRSDS 2021281","locales comerciales","Otros","2021-11-26T00:00:00.000","2021-12-06T00:00:00.000","2021-11-26T00:00:00.000"
"PQRSDS 2021282","parqueadero del aeropuerto","Parking","2021-11-26T00:00:00.000","2021-12-06T00:00:00.000","2021-11-26T00:00:00.000"
"PQRSDS 2021283","laboratorio Aeropuerto","Laboratorio","2021-12-01T00:00:00.000","2021-12-11T00:00:00.000","2021-12-01T00:00:00.000"
"PQRSDS 2021284","laboratorio Aeropuerto","Laboratorio","2021-12-01T00:00:00.000","2021-12-11T00:00:00.000","2021-12-02T00:00:00.000"
"PQRSDS 2021285","queja reclamo","Queja Aerolinea","2021-12-02T00:00:00.000","2021-12-12T00:00:00.000","2021-12-03T00:00:00.000"
"PQRSDS 2021286","prueba pcr viajes nacionales","Prueba Covid Nacionales","2021-12-02T00:00:00.000","2021-12-12T00:00:00.000","2021-12-03T00:00:00.000"
"PQRSDS 2021287","prueba pcr viajes nacionales","Prueba Covid Nacionales","2021-12-03T00:00:00.000","2021-12-13T00:00:00.000","2021-12-04T00:00:00.000"
"PQRSDS 2021288","parqueadero del aeropuerto","Parking","2021-12-02T00:00:00.000","2021-12-12T00:00:00.000","2021-12-03T00:00:00.000"
"PQRSDS 2021289","prueba pcr viajes nacionales","Prueba Covid Nacionales","2021-12-06T00:00:00.000","2021-12-16T00:00:00.000","2021-12-06T00:00:00.000"
"PQRSDS 2021290","informacion migracion","Migracion","2021-12-06T00:00:00.000","2021-12-16T00:00:00.000","2021-12-06T00:00:00.000"
"PQRSDS 2021291","parqueadero del aeropuerto","Parking","2021-12-06T00:00:00.000","2021-12-16T00:00:00.000","2021-12-06T00:00:00.000"
"PQRSDS 2021292","prueba pcr viajes nacionales","Prueba Covid Nacionales","2021-12-07T00:00:00.000","2021-12-17T00:00:00.000","2021-12-07T00:00:00.000"
"PQRSDS 2021293","confirmacion informacion prueba para vuelos nacionales","Otros","2021-12-10T00:00:00.000","2021-12-20T00:00:00.000","2021-12-10T00:00:00.000"
"PQRSDS 2021294","laboratorio Aeropuerto","Laboratorio","2021-12-07T00:00:00.000","2021-12-17T00:00:00.000","2021-12-09T00:00:00.000"
"PQRSDS 2021295","parqueadero del aeropuerto","Parking","2021-12-07T00:00:00.000","2021-12-17T00:00:00.000","2021-12-09T00:00:00.000"
"PQRSDS 2021296","parqueadero del aeropuerto","Parking","2021-12-07T00:00:00.000","2021-12-17T00:00:00.000","2021-12-09T00:00:00.000"
"PQRSDS 2021297","queja aerolinea","Queja Aerolinea","2021-12-12T00:00:00.000","2021-12-22T00:00:00.000","2021-12-13T00:00:00.000"
"PQRSDS 2021298","confirmacion informacion prueba para vuelos nacionales","Otros","2021-12-12T00:00:00.000","2021-12-22T00:00:00.000","2021-12-13T00:00:00.000"
"PQRSDS 2021299","objetos perdidos","Objetos Perdidos","2021-12-12T00:00:00.000","2021-12-22T00:00:00.000","2021-12-13T00:00:00.000"
"PQRSDS 2021300","Informacion gerente aim","Otros","2021-12-12T00:00:00.000","2021-12-22T00:00:00.000","2021-12-13T00:00:00.000"
"PQRSDS 2021301","informacion ingreso a colombia","Ingreso a Colombia","2021-12-12T00:00:00.000","2021-12-22T00:00:00.000","2021-12-13T00:00:00.000"
"PQRSDS 2021302","queja aerolinea","Queja Aerolinea","2021-12-12T00:00:00.000","2021-12-22T00:00:00.000","2021-12-17T00:00:00.000"
"PQRSDS 2021303","tiquetes aeros informacion","Tiquetes","2021-12-15T00:00:00.000","2021-12-25T00:00:00.000","2021-12-16T00:00:00.000"
"PQRSDS 2021304","parqueadero del aeropuerto","Parking","2021-12-20T00:00:00.000","2021-12-30T00:00:00.000","2021-12-20T00:00:00.000"
"PQRSDS 2021305","objetos perdidos","Objetos Perdidos","2021-12-20T00:00:00.000","2021-12-30T00:00:00.000","2021-12-20T00:00:00.000"
"PQRSDS 2021306","objetos perdidos","Objetos Perdidos","2021-12-20T00:00:00.000","2021-12-30T00:00:00.000","2021-12-20T00:00:00.000"
"PQRSDS 2021307","sugerencia pagina en ingles","Otros","2021-12-20T00:00:00.000","2021-12-30T00:00:00.000","2021-12-20T00:00:00.000"
"PQRSDS 2021308","parqueadero del aeropuerto","Parking","2021-12-21T00:00:00.000","2021-12-31T00:00:00.000","2021-12-22T00:00:00.000"
"PQRSDS 2021309","objetos perdidos","Objetos Perdidos","2021-12-22T00:00:00.000","2021-12-31T00:00:00.000","2021-12-22T00:00:00.000"
"PQRSDS 2021310","queja taxistas","Otros","2021-12-22T00:00:00.000","2021-12-31T00:00:00.000","2021-12-27T00:00:00.000"
"PQRSDS 2021311","queja aerolinea GSA","Queja Aerolinea","2021-12-28T00:00:00.000","2021-12-31T00:00:00.000","2021-12-28T00:00:00.000"
"PQRSDS 20220001","Queja instalaciones aeroportuarias","Otros","2022-01-02T00:00:00.000","2022-01-12T00:00:00.000","2022-01-02T00:00:00.000"
"PQRSDS 20220002","Informacion parqueaderos","Parking","2021-12-30T00:00:00.000","2022-01-10T00:00:00.000","2022-01-20T00:00:00.000"
"PQRSDS 20220003","Informacion objetos perdidos","Objetos Perdidos","2021-12-30T00:00:00.000","2022-01-10T00:00:00.000","2022-01-20T00:00:00.000"
"PQRSDS 20220004","Informacion objetos perdidos","Objetos Perdidos","2021-12-30T00:00:00.000","2022-01-10T00:00:00.000","2022-01-20T00:00:00.000"
"PQRSDS 20220005","Informacion locales comerciales","Objetos Perdidos","2021-12-30T00:00:00.000","2022-01-10T00:00:00.000","2022-01-20T00:00:00.000"
"PQRSDS 20220006","Informacion objetos perdidos","Objetos Perdidos","2022-01-11T00:00:00.000","2022-01-21T00:00:00.000","2022-01-20T00:00:00.000"
"PQRSDS 20220007","Informacion objetos perdidos","Objetos Perdidos","2022-01-11T00:00:00.000","2022-01-21T00:00:00.000","2022-01-20T00:00:00.000"
"PQRSDS 20220008","Informacion objetos perdidos","Objetos Perdidos","2022-01-11T00:00:00.000","2022-01-21T00:00:00.000","2022-01-20T00:00:00.000"
"PQRSDS 20220009","Queja reclamo","Otros","2022-01-11T00:00:00.000","2022-01-21T00:00:00.000","2022-01-20T00:00:00.000"
"PQRSDS 20220010","Informacion parqueaderos","Parking","2022-01-20T00:00:00.000","2022-01-30T00:00:00.000","2022-01-20T00:00:00.000"
"PQRSDS 20220011","Informacion parqueaderos","Parking","2022-01-20T00:00:00.000","2022-01-30T00:00:00.000","2022-01-20T00:00:00.000"
"PQRSDS 20220012","Queja aerolinea","Queja Aerolinea","2022-01-20T00:00:00.000","2022-01-30T00:00:00.000","2022-01-20T00:00:00.000"
"PQRSDS 20220013","Informacion prueba covid","Laboratorio","2022-01-19T00:00:00.000","2022-01-29T00:00:00.000","2022-01-20T00:00:00.000"
"PQRSDS 20220014","Informacion prueba covid","Laboratorio","2022-01-26T00:00:00.000","2022-02-06T00:00:00.000","2022-01-26T00:00:00.000"
"PQRSDS 20220015","Informacion prueba covid","Laboratorio","2022-01-24T00:00:00.000","2022-02-04T00:00:00.000","2022-01-26T00:00:00.000"
"PQRSDS 20220016","Informacion prueba covid","Laboratorio","2022-01-24T00:00:00.000","2022-02-04T00:00:00.000","2022-01-26T00:00:00.000"
"PQRSDS 20220017","Informacion prueba covid  para ingresar a colombia","Laboratorio","2022-01-21T00:00:00.000","2022-02-01T00:00:00.000","2022-01-26T00:00:00.000"
"PQRSDS 20220018","Informacion parqueaderos","Parking","2022-01-21T00:00:00.000","2022-02-01T00:00:00.000","2022-01-26T00:00:00.000"
"PQRSDS 20220019","Informacion objetos perdidos","Objetos Perdidos","2022-01-21T00:00:00.000","2022-02-01T00:00:00.000","2022-01-26T00:00:00.000"
"PQRSDS 20220020","Informacion embalaje de maletas","Otros","2022-01-25T00:00:00.000","2022-02-05T00:00:00.000","2022-01-27T00:00:00.000"
"PQRSDS 20220021","Informacion guarda equipaje","Otros","2022-01-25T00:00:00.000","2022-02-05T00:00:00.000","2022-01-27T00:00:00.000"
"PQRSDS 20220022","Informacion tiquetes aereos","Tiquetes","2022-01-25T00:00:00.000","2022-02-05T00:00:00.000","2022-01-27T00:00:00.000"
"PQRSDS 20220023","Hoja de vida","Hoja de Vida","2022-01-28T00:00:00.000","2022-02-08T00:00:00.000","2022-01-28T00:00:00.000"
"PQRSDS 20220024","Informacion parqueaderos","Parking","2022-01-28T00:00:00.000","2022-02-08T00:00:00.000","2022-01-28T00:00:00.000"
"PQRSDS 20220025","Informacion objetos perdidos","Objetos Perdidos","2022-01-28T00:00:00.000","2022-02-08T00:00:00.000","2022-01-28T00:00:00.000"
"PQRSDS 20220026","Informacion parqueaderos","Parking","2022-01-31T00:00:00.000","2022-02-11T00:00:00.000","2022-01-31T00:00:00.000"
"PQRSDS 20220027","Informacion objetos perdidos","Objetos Perdidos","2022-02-01T00:00:00.000","2022-02-11T00:00:00.000","2022-02-01T00:00:00.000"
"PQRSDS 20220028","Informacion parqueaderos","Parking","2022-02-02T00:00:00.000","2022-02-12T00:00:00.000","2022-02-03T00:00:00.000"
"PQRSDS 20220029","Informacion parqueaderos","Parking","2022-02-03T00:00:00.000","2022-02-13T00:00:00.000","2022-02-03T00:00:00.000"
"PQRSDS 20220030","Queja aerolinea","Queja Aerolinea","2022-02-04T00:00:00.000","2022-02-14T00:00:00.000","2022-02-04T00:00:00.000"
"PQRSDS 20220031","Informacion parqueaderos","Parking","2022-02-03T00:00:00.000","2022-02-14T00:00:00.000","2022-02-04T00:00:00.000"
"PQRSDS 20220032","Objetos perdidos","Objetos Perdidos","2022-02-04T00:00:00.000","2022-02-14T00:00:00.000","2022-02-07T00:00:00.000"
"PQRSDS 20220033","Objetos perdidos","Objetos Perdidos","2022-02-05T00:00:00.000","2022-02-15T00:00:00.000","2022-02-07T00:00:00.000"
"PQRSDS 20220034","Informacion laboratorio","Laboratorio","2022-02-05T00:00:00.000","2022-02-15T00:00:00.000","2022-02-07T00:00:00.000"
"PQRSDS 20220035","Informacion Migracion","Migracion","2022-02-07T00:00:00.000","2022-02-17T00:00:00.000","2022-02-07T00:00:00.000"
"PQRSDS 20220036","Informacion parqueaderos","Parking","2022-02-07T00:00:00.000","2022-02-17T00:00:00.000","2022-02-07T00:00:00.000"
"PQRSDS 20220037","Informacion laboratorio","Laboratorio","2022-02-07T00:00:00.000","2022-02-17T00:00:00.000","2022-02-07T00:00:00.000"
"PQRSDS 20220038","Informacion parqueaderos","Parking","2022-02-10T00:00:00.000","2022-02-20T00:00:00.000","2022-02-11T00:00:00.000"
"PQRSDS 20220039","Informacion tiquetes aereos","Tiquetes","2022-02-11T00:00:00.000","2022-02-21T00:00:00.000","2022-02-11T00:00:00.000"
"PQRSDS 20220040","Informacion parqueaderos","Parking","2022-02-13T00:00:00.000","2022-02-23T00:00:00.000","2022-02-14T00:00:00.000"
"PQRSDS 20220041","Objetos perdidos","Objetos Perdidos","2022-02-14T00:00:00.000","2022-02-24T00:00:00.000","2022-02-15T00:00:00.000"
"PQRSDS 20220042","Laboratorio Aeropuerto","Laboratorio","2022-02-14T00:00:00.000","2022-02-24T00:00:00.000","2022-02-15T00:00:00.000"
"PQRSDS 20220043","Informacion parqueaderos","Parking","2022-02-15T00:00:00.000","2022-02-25T00:00:00.000","2022-02-16T00:00:00.000"
"PQRSDS 20220044","Informacion parqueaderos","Parking","2022-02-15T00:00:00.000","2022-02-25T00:00:00.000","2022-02-16T00:00:00.000"
"PQRSDS 20220045","Informacion Carga Aeropuerto","Otros","2022-02-16T00:00:00.000","2022-02-26T00:00:00.000","2022-02-17T00:00:00.000"
"PQRSDS 20220046","Objetos perdidos","Objetos Perdidos","2022-02-21T00:00:00.000","2022-03-01T00:00:00.000","2022-02-21T00:00:00.000"
"PQRSDS 20220047","Laboratorio Aeropuerto","Laboratorio","2022-02-21T00:00:00.000","2022-03-01T00:00:00.000","2022-02-21T00:00:00.000"
"PQRSDS 20220048","Queja Aerolinea","Queja Aerolinea","2022-02-21T00:00:00.000","2022-03-01T00:00:00.000","2022-02-21T00:00:00.000"
"PQRSDS 20220049","Informacion parqueaderos","Parking","2022-02-22T00:00:00.000","2022-03-02T00:00:00.000","2022-02-22T00:00:00.000"
"PQRSDS 20220050","Queja Aseo Baños terminal","Quejas instalaciones","2022-02-22T00:00:00.000","2022-03-02T00:00:00.000","2022-02-22T00:00:00.000"
"PQRSDS 20220051","Informacion parqueaderos","Parking","2022-02-22T00:00:00.000","2022-03-02T00:00:00.000","2022-02-22T00:00:00.000"
"PQRSDS 20220052","Informacion parqueaderos","Parking","2022-02-24T00:00:00.000","2022-03-04T00:00:00.000","2022-02-25T00:00:00.000"
"PQRSDS 20220053","Queja Aerolinea","Queja Aerolinea","2022-02-28T00:00:00.000","2022-03-08T00:00:00.000","2022-02-28T00:00:00.000"
"PQRSDS 20220054","Informacion parqueaderos","Parking","2022-02-28T00:00:00.000","2022-03-08T00:00:00.000","2022-02-28T00:00:00.000"
"PQRSDS 20220055","Servicio de Taxis","Otros","2022-02-28T00:00:00.000","2022-03-08T00:00:00.000","2022-02-28T00:00:00.000"
"PQRSDS 20220056","Queja aerolinea","Otros","2022-03-02T00:00:00.000","2022-03-12T00:00:00.000","2022-03-02T00:00:00.000"
"PQRSDS 20220057","Informacion parqueaderos","Parking","2022-03-02T00:00:00.000","2022-03-12T00:00:00.000","2022-03-02T00:00:00.000"
"PQRSDS 20220058","Informacion Aerolineas","Otros","2022-03-02T00:00:00.000","2022-03-12T00:00:00.000","2022-03-02T00:00:00.000"
"PQRSDS 20220059","Informacion mascotas","Mascotas","2022-03-03T00:00:00.000","2022-03-13T00:00:00.000","2022-03-03T00:00:00.000"
"PQRSDS 20220060","Informacion objetos perdidos","Objetos Perdidos","2022-03-03T00:00:00.000","2022-03-13T00:00:00.000","2022-03-03T00:00:00.000"
"PQRSDS 20220061","Informacion Parqueaderos","Parking","2022-03-03T00:00:00.000","2022-03-13T00:00:00.000","2022-03-03T00:00:00.000"
"PQRSDS 20220062","Informacion plazo obras AIM","Otros","2022-03-03T00:00:00.000","2022-03-13T00:00:00.000","2022-03-04T00:00:00.000"
"PQRSDS 20220063","Informacion Parqueaderos","Parking","2022-03-07T00:00:00.000","2022-03-17T00:00:00.000","2022-03-07T00:00:00.000"
"PQRSDS 20220064","Informacion objetos perdidos","Objetos Perdidos","2022-03-07T00:00:00.000","2022-03-17T00:00:00.000","2022-03-08T00:00:00.000"
"PQRSDS 20220065","Informacion objetos perdidos","Objetos Perdidos","2022-03-07T00:00:00.000","2022-03-17T00:00:00.000","2022-03-08T00:00:00.000"
"PQRSDS 20220066","Informacion para entrar a Colombia","Ingreso a Colombia","2022-03-10T00:00:00.000","2022-03-20T00:00:00.000","2022-03-11T00:00:00.000"
"PQRSDS 20220067","Informacion objetos perdidos","Objetos Perdidos","2022-03-12T00:00:00.000","2022-03-22T00:00:00.000","2022-03-14T00:00:00.000"
"PQRSDS 20220068","Informacion Parqueaderos","Parking","2022-03-15T00:00:00.000","2022-03-25T00:00:00.000","2022-03-15T00:00:00.000"
"PQRSDS 20220069","Laboratorio Aeropuerto","Laboratorio","2022-03-15T00:00:00.000","2022-03-25T00:00:00.000","2022-03-15T00:00:00.000"
"PQRSDS 20220070","Prueba covid vuelos nacionales","Prueba Covid Nacionales","2022-03-14T00:00:00.000","2022-03-24T00:00:00.000","2022-03-15T00:00:00.000"
"PQRSDS 20220071","Informacion Parqueaderos","Parking","2022-03-14T00:00:00.000","2022-03-24T00:00:00.000","2022-03-15T00:00:00.000"
"PQRSDS 20220072","Informacion guarda equipaje","Otros","2022-03-14T00:00:00.000","2022-03-24T00:00:00.000","2022-03-15T00:00:00.000"
"PQRSDS 20220073","Informacion objetos perdidos","Objetos Perdidos","2022-03-14T00:00:00.000","2022-03-24T00:00:00.000","2022-03-15T00:00:00.000"
"PQRSDS 20220074","Informacion objetos perdidos","Objetos Perdidos","2022-03-15T00:00:00.000","2022-03-25T00:00:00.000","2022-03-15T00:00:00.000"
"PQRSDS 20220075","Servicio de traduccion","Otros","2022-03-16T00:00:00.000","2022-03-26T00:00:00.000","2022-03-16T00:00:00.000"
"PQRSDS 20220076","Informacion de menores","Otros","2022-03-15T00:00:00.000","2022-03-25T00:00:00.000","2022-03-16T00:00:00.000"
"PQRSDS 20220077","Informacion objetos perdidos","Objetos Perdidos","2022-03-16T00:00:00.000","2022-03-26T00:00:00.000","2022-03-16T00:00:00.000"
"PQRSDS 20220078","Informacion objetos perdidos","Objetos Perdidos","2022-03-17T00:00:00.000","2022-03-27T00:00:00.000","2022-03-18T00:00:00.000"
"PQRSDS 20220079","Queja reclamo","Otros","2022-03-17T00:00:00.000","2022-03-27T00:00:00.000","2022-03-18T00:00:00.000"
"PQRSDS 20220080","Informacion tiquetes aereos","Tiquetes","2022-03-18T00:00:00.000","2022-03-28T00:00:00.000","2022-03-22T00:00:00.000"
